molecule_chembl_id,canonical_smiles,standard_value,standard_units,assay_description
CHEMBL376140,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,2.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24 in presence of efflux pump inhibitor phenyl-arginine-beta-naphthylamide by agar dilution method
CHEMBL376140,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,2.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24A after 4 days by agar dilution method
CHEMBL376140,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,2.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24D after 4 days in presence of efflux pump inhibitor phenyl-arginine-beta-naphthylamide by agar dilution method
CHEMBL376140,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,2.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24B after 4 days by agar dilution method
CHEMBL376140,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,6.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24C after 4 days by agar dilution method
CHEMBL376140,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,24.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24D after 4 days by agar dilution method
CHEMBL376140,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,4.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii B46 by agar dilution method
CHEMBL376140,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,1.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii B46 in presence of efflux pump inhibitor phenyl-arginine-beta-naphthylamide by agar dilution method
CHEMBL376140,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,16.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii C75 by agar dilution method
CHEMBL376140,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,4.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii C75 in presence of efflux pump inhibitor phenyl-arginine-beta-naphthylamide by agar dilution method
CHEMBL1434,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,0.125,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii D54 by broth microdilution method
CHEMBL1434,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,32.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24 by broth microdilution method
CHEMBL1434,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,2.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24 in presence of efflux pump inhibitor phenyl-arginine-beta-naphthylamide by broth microdilution method
CHEMBL1434,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,12.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24A after 4 days by broth microdilution method
CHEMBL1434,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,16.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24B after 4 days by broth microdilution method
CHEMBL1434,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,16.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24C after 4 days by broth microdilution method
CHEMBL1434,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,32.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24D after 4 days by broth microdilution method
CHEMBL1434,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,8.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24D after 4 days in presence of efflux pump inhibitor phenyl-arginine-beta-naphthylamide by broth microdilution method
CHEMBL1434,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,0.25,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii B46 by broth microdilution method
CHEMBL1434,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,0.25,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii B46 in presence of efflux pump inhibitor phenyl-arginine-beta-naphthylamide by broth microdilution method
CHEMBL1434,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,2.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii C75 by broth microdilution method
CHEMBL1434,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,1.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii C75 in presence of efflux pump inhibitor phenyl-arginine-beta-naphthylamide by broth microdilution method
CHEMBL127,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,0.25,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii D54 by broth microdilution method
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,0.125,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii D54 by broth microdilution method
CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,1.5,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii D54 by broth microdilution method
CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,4.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii D54 by broth microdilution method
CHEMBL702,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,16.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii D54 by broth microdilution method
CHEMBL130,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0.25,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii D54 by broth microdilution method
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.25,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii D54 by broth microdilution method
CHEMBL1747,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,0.75,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii D54 by broth microdilution method
CHEMBL127,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,1.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24 by broth microdilution method
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,0.38,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24 by broth microdilution method
CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,16.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24 by broth microdilution method
CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,256.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24 by broth microdilution method
CHEMBL702,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,16.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24 by broth microdilution method
CHEMBL130,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,16.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24 by broth microdilution method
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,256.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24 by broth microdilution method
CHEMBL1747,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,4.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24 by broth microdilution method
CHEMBL127,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,0.094,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24 in presence of efflux pump inhibitor phenyl-arginine-beta-naphthylamide by broth microdilution method
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,0.032,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24 in presence of efflux pump inhibitor phenyl-arginine-beta-naphthylamide by broth microdilution method
CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,3.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24 in presence of efflux pump inhibitor phenyl-arginine-beta-naphthylamide by broth microdilution method
CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,96.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24 in presence of efflux pump inhibitor phenyl-arginine-beta-naphthylamide by broth microdilution method
CHEMBL702,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,3.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24 in presence of efflux pump inhibitor phenyl-arginine-beta-naphthylamide by broth microdilution method
CHEMBL130,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,12.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24 in presence of efflux pump inhibitor phenyl-arginine-beta-naphthylamide by broth microdilution method
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,128.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24 in presence of efflux pump inhibitor phenyl-arginine-beta-naphthylamide by broth microdilution method
CHEMBL1747,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,3.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24 in presence of efflux pump inhibitor phenyl-arginine-beta-naphthylamide by broth microdilution method
CHEMBL127,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,0.75,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24A after 4 days by broth microdilution method
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,0.125,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24A after 4 days by broth microdilution method
CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,12.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24A after 4 days by broth microdilution method
CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,256.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24A after 4 days by broth microdilution method
CHEMBL702,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,12.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24A after 4 days by broth microdilution method
CHEMBL130,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,96.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24A after 4 days by broth microdilution method
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,256.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24A after 4 days by broth microdilution method
CHEMBL1747,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,3.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24A after 4 days by broth microdilution method
CHEMBL127,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,0.75,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24B after 4 days by broth microdilution method
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,0.125,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24B after 4 days by broth microdilution method
CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,12.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24B after 4 days by broth microdilution method
CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,256.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24B after 4 days by broth microdilution method
CHEMBL702,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,12.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24B after 4 days by broth microdilution method
CHEMBL130,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,96.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24B after 4 days by broth microdilution method
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,256.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24B after 4 days by broth microdilution method
CHEMBL1747,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,4.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24B after 4 days by broth microdilution method
CHEMBL127,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,0.75,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24C after 4 days by broth microdilution method
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,0.19,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24C after 4 days by broth microdilution method
CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,16.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24C after 4 days by broth microdilution method
CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,256.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24C after 4 days by broth microdilution method
CHEMBL702,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,16.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24C after 4 days by broth microdilution method
CHEMBL130,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,96.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24C after 4 days by broth microdilution method
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,256.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24C after 4 days by broth microdilution method
CHEMBL1747,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,6.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24C after 4 days by broth microdilution method
CHEMBL127,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,2.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24D after 4 days by broth microdilution method
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,0.5,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24D after 4 days by broth microdilution method
CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,16.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24D after 4 days by broth microdilution method
CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,256.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24D after 4 days by broth microdilution method
CHEMBL702,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,24.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24D after 4 days by broth microdilution method
CHEMBL130,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,16.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24D after 4 days by broth microdilution method
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,512.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24D after 4 days by broth microdilution method
CHEMBL1747,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,16.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24D after 4 days by broth microdilution method
CHEMBL127,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,0.094,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24D after 4 days in presence of efflux pump inhibitor phenyl-arginine-beta-naphthylamide by broth microdilution method
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,0.064,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24D after 4 days in presence of efflux pump inhibitor phenyl-arginine-beta-naphthylamide by broth microdilution method
CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,1.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24D after 4 days in presence of efflux pump inhibitor phenyl-arginine-beta-naphthylamide by broth microdilution method
CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,32.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24D after 4 days in presence of efflux pump inhibitor phenyl-arginine-beta-naphthylamide by broth microdilution method
CHEMBL702,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,1.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24D after 4 days in presence of efflux pump inhibitor phenyl-arginine-beta-naphthylamide by broth microdilution method
CHEMBL130,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,4.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24D after 4 days in presence of efflux pump inhibitor phenyl-arginine-beta-naphthylamide by broth microdilution method
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,128.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24D after 4 days in presence of efflux pump inhibitor phenyl-arginine-beta-naphthylamide by broth microdilution method
CHEMBL1747,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,8.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii A24D after 4 days in presence of efflux pump inhibitor phenyl-arginine-beta-naphthylamide by broth microdilution method
CHEMBL127,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,4.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii B46 by broth microdilution method
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,1.5,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii B46 by broth microdilution method
CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,256.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii B46 by broth microdilution method
CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,96.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii B46 by broth microdilution method
CHEMBL702,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,256.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii B46 by broth microdilution method
CHEMBL130,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,32.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii B46 by broth microdilution method
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,128.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii B46 by broth microdilution method
CHEMBL1747,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,24.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii B46 by broth microdilution method
CHEMBL127,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,0.25,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii B46 in presence of efflux pump inhibitor phenyl-arginine-beta-naphthylamide by broth microdilution method
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,0.25,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii B46 in presence of efflux pump inhibitor phenyl-arginine-beta-naphthylamide by broth microdilution method
CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,128.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii B46 in presence of efflux pump inhibitor phenyl-arginine-beta-naphthylamide by broth microdilution method
CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,8.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii B46 in presence of efflux pump inhibitor phenyl-arginine-beta-naphthylamide by broth microdilution method
